Schema.java,org.apache.avro.Schema,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,<init>,158,SURVIVED,none
Schema.java,org.apache.avro.Schema,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,addProp,204,NO_COVERAGE,none
Schema.java,org.apache.avro.Schema,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,addProp,198,KILLED,org.apache.avro.ISW2SchemaC3LLMTest.schemaPropertiesParticipateInEqualityAndCannotBeOverwritten(org.apache.avro.ISW2SchemaC3LLMTest)
Schema.java,org.apache.avro.Schema,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,applyAliases,2097,KILLED,org.apache.avro.ISW2SchemaC3LLMTest.applyAliasesRewritesRecordAndFieldNamesFromReaderAliases(org.apache.avro.ISW2SchemaC3LLMTest)
Schema.java,org.apache.avro.Schema,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,applyAliases,2101,KILLED,org.apache.avro.ISW2SchemaC3LLMTest.applyAliasesRewritesRecordAndFieldNamesFromReaderAliases(org.apache.avro.ISW2SchemaC3LLMTest)
Schema.java,org.apache.avro.Schema,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,applyAliases,2103,KILLED,org.apache.avro.ISW2SchemaC3LLMTest.applyAliasesRewritesRecordAndFieldNamesFromReaderAliases(org.apache.avro.ISW2SchemaC3LLMTest)
Schema.java,org.apache.avro.Schema,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,applyAliases,2118,NO_COVERAGE,none
Schema.java,org.apache.avro.Schema,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,applyAliases,2124,NO_COVERAGE,none
Schema.java,org.apache.avro.Schema,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,applyAliases,2129,NO_COVERAGE,none
Schema.java,org.apache.avro.Schema,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,applyAliases,2139,NO_COVERAGE,none
Schema.java,org.apache.avro.Schema,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,applyAliases,2145,SURVIVED,none
Schema.java,org.apache.avro.Schema,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,applyAliases,2112,SURVIVED,none
Schema.java,org.apache.avro.Schema,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,applyAliases,2115,KILLED,org.apache.avro.ISW2SchemaC3LLMTest.applyAliasesRewritesRecordAndFieldNamesFromReaderAliases(org.apache.avro.ISW2SchemaC3LLMTest)
Schema.java,org.apache.avro.Schema,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,applyAliases,2146,SURVIVED,none
Schema.java,org.apache.avro.Schema,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,applyAliases,2102,NO_COVERAGE,none
Schema.java,org.apache.avro.Schema,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,applyAliases,2147,KILLED,org.apache.avro.ISW2SchemaC3LLMTest.applyAliasesRewritesRecordAndFieldNamesFromReaderAliases(org.apache.avro.ISW2SchemaC3LLMTest)
Schema.java,org.apache.avro.Schema,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,applyAliases,2077,KILLED,org.apache.avro.ISW2SchemaC3LLMTest.applyAliasesRewritesRecordAndFieldNamesFromReaderAliases(org.apache.avro.ISW2SchemaC3LLMTest)
Schema.java,org.apache.avro.Schema,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,applyAliases,2086,SURVIVED,none
Schema.java,org.apache.avro.Schema,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,applyAliases,2086,NO_COVERAGE,none
Schema.java,org.apache.avro.Schema,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,applyAliases,2084,KILLED,org.apache.avro.ISW2SchemaC3LLMTest.applyAliasesRewritesRecordAndFieldNamesFromReaderAliases(org.apache.avro.ISW2SchemaC3LLMTest)
Schema.java,org.apache.avro.Schema,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,applyAliases,2089,SURVIVED,none
Schema.java,org.apache.avro.Schema,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,applyAliases,2078,NO_COVERAGE,none
Schema.java,org.apache.avro.Schema,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,applyAliases,2087,NO_COVERAGE,none
Schema.java,org.apache.avro.Schema,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,applyAliases,2090,KILLED,org.apache.avro.ISW2SchemaC3LLMTest.applyAliasesRewritesRecordAndFieldNamesFromReaderAliases(org.apache.avro.ISW2SchemaC3LLMTest)
Schema.java,org.apache.avro.Schema,org.pitest.mutationtest.engine.gregor.mutators.MathMutator,computeHash,507,NO_COVERAGE,none
Schema.java,org.apache.avro.Schema,org.pitest.mutationtest.engine.gregor.mutators.returns.PrimitiveReturnsMutator,computeHash,507,NO_COVERAGE,none
Schema.java,org.apache.avro.Schema,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,create,166,KILLED,org.apache.avro.ISW2SchemaC3LLMTest.schemaPropertiesParticipateInEqualityAndCannotBeOverwritten(org.apache.avro.ISW2SchemaC3LLMTest)
Schema.java,org.apache.avro.Schema,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,create,168,KILLED,org.apache.avro.ISW2SchemaC3LLMTest.primitiveFactoriesExposeTypeNameAndNullability(org.apache.avro.ISW2SchemaC3LLMTest)
Schema.java,org.apache.avro.Schema,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,create,170,KILLED,org.apache.avro.ISW2SchemaC3LLMTest.primitiveFactoriesExposeTypeNameAndNullability(org.apache.avro.ISW2SchemaC3LLMTest)
